Fecha,Temperatura Máxima (°C),Temperatura Media (°C),Temperatura Mínima (°C),Precipitaciones (mm),Velocidad Media Viento (km/h),Humedad Relativa Media (%)
2023-03-20,N/A,N/A,N/A,"0,0","1,1",N/A
2023-03-21,N/A,N/A,N/A,"0,0","0,6",N/A
2023-03-22,N/A,N/A,N/A,"0,0","1,1",N/A
2023-03-23,N/A,N/A,N/A,"0,0","2,2",N/A
2023-03-24,N/A,N/A,N/A,"0,0","1,4",N/A
2023-03-25,N/A,N/A,N/A,"0,0","2,2",N/A
2023-03-26,N/A,N/A,N/A,"0,0","3,1",N/A
2023-03-27,N/A,N/A,N/A,"0,0","0,3",N/A
2023-03-28,N/A,N/A,N/A,"0,0","0,8",N/A
2023-03-29,N/A,N/A,N/A,"0,0","1,4",N/A
2023-03-30,N/A,N/A,N/A,"0,0","2,2",N/A
2023-03-31,N/A,N/A,N/A,"0,0","3,6",N/A
2023-04-01,N/A,N/A,N/A,"0,0","3,6",N/A
2023-04-02,N/A,N/A,N/A,"0,0","1,7",N/A
2023-04-03,N/A,N/A,N/A,"0,0","0,8",N/A
2023-04-04,N/A,N/A,N/A,"0,0","4,4",N/A
2023-04-05,N/A,N/A,N/A,"0,0","0,8",N/A
2023-04-06,N/A,N/A,N/A,"0,0","1,1",N/A
2023-04-07,N/A,N/A,N/A,"0,0","1,4",N/A
2023-04-08,N/A,N/A,N/A,"0,0","0,8",N/A
2023-04-09,N/A,N/A,N/A,"0,0","1,4",N/A
2023-04-10,N/A,N/A,N/A,"0,0","1,7",N/A
2023-04-11,N/A,N/A,N/A,"0,0","1,9",N/A
2023-04-12,N/A,N/A,N/A,"0,0","3,1",N/A
2023-04-13,N/A,N/A,N/A,"0,0","3,6",N/A
2023-04-14,N/A,N/A,N/A,"0,0","3,1",N/A
2023-04-15,N/A,N/A,N/A,"0,0","1,4",N/A
2023-04-16,N/A,N/A,N/A,"0,0","2,5",N/A
2023-04-17,N/A,N/A,N/A,"0,0","2,8",N/A
2023-04-18,N/A,N/A,N/A,"0,0","1,4",N/A
2023-04-19,N/A,N/A,N/A,"0,0","1,1",N/A
2023-04-20,N/A,N/A,N/A,"0,0","1,7",N/A
2023-04-21,N/A,N/A,N/A,"6,3","2,5",N/A
2023-04-22,N/A,N/A,N/A,"0,1","1,9",N/A
2023-04-23,N/A,N/A,N/A,"0,0","2,5",N/A
2023-04-24,N/A,N/A,N/A,"0,0","1,4",N/A
2023-04-25,N/A,N/A,N/A,"0,0","2,2",N/A
2023-04-26,N/A,N/A,N/A,"0,0","1,7",N/A
2023-04-27,N/A,N/A,N/A,"0,0","1,1",N/A
2023-04-28,N/A,N/A,N/A,"0,0","2,8",N/A
2023-04-29,N/A,N/A,N/A,"0,5","2,2",N/A
2023-04-30,N/A,N/A,N/A,"0,0","1,1",N/A
2023-05-01,N/A,N/A,N/A,"0,0","0,6",N/A
2023-05-02,N/A,N/A,N/A,"0,0","0,6",N/A
2023-05-03,N/A,N/A,N/A,"0,0","1,4",N/A
2023-05-04,N/A,N/A,N/A,"0,0","3,1",N/A
2023-05-05,N/A,N/A,N/A,"0,0","1,9",N/A
2023-05-06,N/A,N/A,N/A,"0,0","2,8",N/A
2023-05-07,N/A,N/A,N/A,"0,0","1,9",N/A
2023-05-08,N/A,N/A,N/A,"0,0","1,1",N/A
2023-05-09,N/A,N/A,N/A,"0,0","3,1",N/A
2023-05-10,N/A,N/A,N/A,"0,0","1,9",N/A
2023-05-11,N/A,N/A,N/A,"0,0","3,3",N/A
2023-05-12,N/A,N/A,N/A,"0,0","3,1",N/A
2023-05-13,N/A,N/A,N/A,"0,0","2,5",N/A
2023-05-14,N/A,N/A,N/A,"0,6","1,4",N/A
2023-05-15,N/A,N/A,N/A,"0,0","2,5",N/A
2023-05-16,N/A,N/A,N/A,"0,0","1,7",N/A
2023-05-17,N/A,N/A,N/A,"0,0","4,7",N/A
2023-05-18,N/A,N/A,N/A,"0,0","3,6",N/A
2023-05-19,N/A,N/A,N/A,"0,0","3,1",N/A
2023-05-20,N/A,N/A,N/A,"0,0","1,9",N/A
2023-05-21,N/A,N/A,N/A,"0,2","1,9",N/A
2023-05-22,N/A,N/A,N/A,"0,3","1,7",N/A
2023-05-23,N/A,N/A,N/A,N/A,"3,6",N/A
2023-05-24,N/A,N/A,N/A,"0,0","2,5",N/A
2023-05-25,N/A,N/A,N/A,"18,2","1,4",N/A
2023-05-26,N/A,N/A,N/A,"4,7","1,9",N/A
2023-05-27,N/A,N/A,N/A,"7,2","1,7",N/A
2023-05-28,N/A,N/A,N/A,"11,3","1,1",N/A
2023-05-29,N/A,N/A,N/A,"21,0","0,6",N/A
2023-05-30,N/A,N/A,N/A,"1,1","1,4",N/A
2023-05-31,N/A,N/A,N/A,"0,0","1,1",N/A
2023-06-01,N/A,N/A,N/A,"10,5","1,1",N/A
2023-06-02,N/A,N/A,N/A,"0,2","0,8",N/A
2023-06-03,N/A,N/A,N/A,"0,7","1,4",N/A
2023-06-04,N/A,N/A,N/A,"0,0","1,7",N/A
2023-06-05,N/A,N/A,N/A,"0,0","1,1",N/A
2023-06-06,N/A,N/A,N/A,"2,1","0,6",N/A
2023-06-07,N/A,N/A,N/A,"8,9","1,7",N/A
2023-06-08,N/A,N/A,N/A,"1,0","1,1",N/A
2023-06-09,N/A,N/A,N/A,"0,1","3,3",N/A
2023-06-10,N/A,N/A,N/A,"0,0","2,2",N/A
2023-06-11,N/A,N/A,N/A,"0,0","2,2",N/A
2023-06-12,N/A,N/A,N/A,"1,4","2,8",N/A
2023-06-13,N/A,N/A,N/A,"0,0","1,4",N/A
2023-06-14,N/A,N/A,N/A,"0,0","0,8",N/A
2023-06-15,N/A,N/A,N/A,"0,0","0,6",N/A
2023-06-16,N/A,N/A,N/A,"0,0","1,9",N/A
2023-06-17,N/A,N/A,N/A,"0,0","3,3",N/A
2023-06-18,N/A,N/A,N/A,"2,3","1,9",N/A
2023-06-19,N/A,N/A,N/A,"1,4","1,9",N/A
2023-06-20,N/A,N/A,N/A,"0,0","1,9",N/A
2023-06-21,N/A,N/A,N/A,"1,2","0,8",N/A
2023-06-22,N/A,N/A,N/A,"0,0","0,8",N/A
2023-06-23,N/A,N/A,N/A,"0,0","2,5",N/A
2023-06-24,N/A,N/A,N/A,"0,0","1,1",N/A
2023-06-25,N/A,N/A,N/A,"0,0","1,7",N/A
2023-06-26,N/A,N/A,N/A,"0,0","1,1",N/A
2023-06-27,N/A,N/A,N/A,"0,0","1,7",N/A
2023-06-28,N/A,N/A,N/A,"0,0","2,2",N/A
2023-06-29,N/A,N/A,N/A,"0,0","2,8",N/A
2023-06-30,N/A,N/A,N/A,"0,0","2,5",N/A
2023-07-01,N/A,N/A,N/A,"0,0","1,7",N/A
2023-07-02,N/A,N/A,N/A,"0,0","2,2",N/A
2023-07-03,N/A,N/A,N/A,"0,0","3,3",N/A
2023-07-04,N/A,N/A,N/A,"0,0","2,2",N/A
2023-07-05,N/A,N/A,N/A,"0,0","1,4",N/A
2023-07-06,N/A,N/A,N/A,"0,0","2,8",N/A
2023-07-07,N/A,N/A,N/A,"0,0","2,8",N/A
2023-07-08,N/A,N/A,N/A,"0,0","2,8",N/A
2023-07-09,N/A,N/A,N/A,"0,0","1,4",N/A
2023-07-10,N/A,N/A,N/A,"0,0","1,1",N/A
2023-07-11,N/A,N/A,N/A,"0,0","3,1",N/A
2023-07-12,N/A,N/A,N/A,"0,0","2,2",N/A
2023-07-13,N/A,N/A,N/A,"0,0","1,7",N/A
2023-07-14,N/A,N/A,N/A,"0,0","2,8",N/A
2023-07-15,N/A,N/A,N/A,"0,0","3,3",N/A
2023-07-16,N/A,N/A,N/A,"0,0","2,8",N/A
2023-07-17,N/A,N/A,N/A,"0,0","1,1",N/A
2023-07-18,N/A,N/A,N/A,"0,0","2,8",N/A
2023-07-19,N/A,N/A,N/A,"0,0","3,3",N/A
2023-07-20,N/A,N/A,N/A,"0,0","3,1",N/A
2023-07-21,N/A,N/A,N/A,"0,0","3,1",N/A
2023-07-22,N/A,N/A,N/A,"0,0","1,4",N/A
2023-07-23,N/A,N/A,N/A,"0,0","2,5",N/A
2023-07-24,N/A,N/A,N/A,"0,0","3,1",N/A
2023-07-25,N/A,N/A,N/A,"0,0","1,4",N/A
2023-07-26,N/A,N/A,N/A,"0,0","1,4",N/A
2023-07-27,N/A,N/A,N/A,"0,0","2,5",N/A
2023-07-28,N/A,N/A,N/A,"0,0","1,7",N/A
2023-07-29,N/A,N/A,N/A,"0,0","1,9",N/A
2023-07-30,N/A,N/A,N/A,"0,0","1,7",N/A
2023-07-31,N/A,N/A,N/A,"0,0","2,2",N/A
2023-08-01,N/A,N/A,N/A,"0,0","1,7",N/A
2023-08-02,N/A,N/A,N/A,"0,0","3,1",N/A
2023-08-03,N/A,N/A,N/A,"0,0","2,8",N/A
2023-08-04,N/A,N/A,N/A,"0,0","3,6",N/A
2023-08-05,N/A,N/A,N/A,"0,0","1,1",N/A
2023-08-06,N/A,N/A,N/A,"0,0","3,3",N/A
2023-08-07,N/A,N/A,N/A,"0,0","1,1",N/A
2023-08-08,N/A,N/A,N/A,"0,0","1,4",N/A
2023-08-09,N/A,N/A,N/A,"0,0","1,4",N/A
2023-08-10,N/A,N/A,N/A,"0,0","1,1",N/A
2023-08-11,N/A,N/A,N/A,"0,0","1,4",N/A
2023-08-12,N/A,N/A,N/A,"0,0","0,8",N/A
2023-08-13,N/A,N/A,N/A,"0,0","1,9",N/A
2023-08-14,N/A,N/A,N/A,"0,0","2,2",N/A
2023-08-15,N/A,N/A,N/A,"0,0","1,7",N/A
2023-08-16,N/A,N/A,N/A,"0,0","1,4",N/A
2023-08-17,N/A,N/A,N/A,"0,0","1,4",N/A
2023-08-18,N/A,N/A,N/A,"0,0","1,7",N/A
2023-08-19,N/A,N/A,N/A,"0,0","1,4",N/A
2023-08-20,N/A,N/A,N/A,"0,0","1,1",N/A
2023-08-21,N/A,N/A,N/A,"0,0","0,8",N/A
2023-08-22,N/A,N/A,N/A,"0,0","0,8",N/A
2023-08-23,N/A,N/A,N/A,"0,0","1,4",N/A
2023-08-24,N/A,N/A,N/A,"0,0","1,9",N/A
2023-08-25,N/A,N/A,N/A,"0,0","2,2",N/A
2023-08-26,N/A,N/A,N/A,"0,0","4,4",N/A
2023-08-27,N/A,N/A,N/A,"0,0","3,6",N/A
2023-08-28,N/A,N/A,N/A,"0,0","1,4",N/A
2023-08-29,N/A,N/A,N/A,"0,0","1,7",N/A
2023-08-30,N/A,N/A,N/A,"0,0","0,6",N/A
2023-08-31,N/A,N/A,N/A,"0,0","1,4",N/A
2023-09-01,N/A,N/A,N/A,"0,2","1,7",N/A
2023-09-02,N/A,N/A,N/A,"36,0","3,1",N/A
2023-09-03,N/A,N/A,N/A,"59,6","2,2",N/A
2023-09-04,N/A,N/A,N/A,"10,2","1,1",N/A
2023-09-05,N/A,N/A,N/A,"17,2","0,3",N/A
2023-09-06,N/A,N/A,N/A,"0,0","0,8",N/A
2023-09-07,N/A,N/A,N/A,"0,0","0,8",N/A
2023-09-08,N/A,N/A,N/A,"1,9","0,8",N/A
2023-09-09,N/A,N/A,N/A,"7,4","0,6",N/A
2023-09-10,N/A,N/A,N/A,"6,6","0,8",N/A
2023-09-11,N/A,N/A,N/A,"0,0","1,4",N/A
2023-09-12,N/A,N/A,N/A,"0,0","0,8",N/A
2023-09-13,N/A,N/A,N/A,"0,0","1,9",N/A
2023-09-14,N/A,N/A,N/A,"14,9","1,1",N/A
2023-09-15,N/A,N/A,N/A,"7,4","2,5",N/A
2023-09-16,N/A,N/A,N/A,"2,0","1,1",N/A
2023-09-17,N/A,N/A,N/A,"6,0","1,1",N/A
2023-09-18,N/A,N/A,N/A,"0,0","1,1",N/A
2023-09-19,N/A,N/A,N/A,"0,0","0,3",N/A
2023-09-20,N/A,N/A,N/A,"0,0","2,8",N/A
2023-09-21,N/A,N/A,N/A,"0,2","2,8",N/A
2023-09-22,N/A,N/A,N/A,"0,0","1,4",N/A
2023-09-23,N/A,N/A,N/A,"0,0","0,3",N/A
2023-09-24,N/A,N/A,N/A,"0,0","0,3",N/A
2023-09-25,N/A,N/A,N/A,"0,0","0,3",N/A
2023-09-26,N/A,N/A,N/A,"0,0","0,6",N/A
2023-09-27,N/A,N/A,N/A,"0,0","0,8",N/A
2023-09-28,N/A,N/A,N/A,"0,0","0,6",N/A
2023-09-29,N/A,N/A,N/A,"0,0","0,8",N/A
2023-09-30,N/A,N/A,N/A,"0,0","0,3",N/A
2023-10-01,N/A,N/A,N/A,"0,0","0,8",N/A
2023-10-02,N/A,N/A,N/A,"0,0","0,3",N/A
2023-10-03,N/A,N/A,N/A,"0,0","0,6",N/A
2023-10-04,N/A,N/A,N/A,"0,0","0,8",N/A
2023-10-05,N/A,N/A,N/A,"0,0","0,0",N/A
2023-10-06,N/A,N/A,N/A,"0,0","1,1",N/A
2023-10-07,N/A,N/A,N/A,"0,0","0,8",N/A
2023-10-08,N/A,N/A,N/A,"0,0","0,8",N/A
2023-10-09,N/A,N/A,N/A,"0,0","0,8",N/A
2023-10-10,N/A,N/A,N/A,"0,0","0,3",N/A
2023-10-11,N/A,N/A,N/A,"0,0","0,6",N/A
2023-10-12,N/A,N/A,N/A,"0,0","0,3",N/A
2023-10-13,N/A,N/A,N/A,"2,2","0,8",N/A
2023-10-14,N/A,N/A,N/A,"0,0","0,6",N/A
2023-10-15,N/A,N/A,N/A,"2,1","1,1",N/A
2023-10-16,N/A,N/A,N/A,"0,3","1,9",N/A
2023-10-17,N/A,N/A,N/A,"1,6","1,7",N/A
2023-10-18,N/A,N/A,N/A,"5,1","3,1",N/A
2023-10-19,N/A,N/A,N/A,"84,7","1,7",N/A
2023-10-20,N/A,N/A,N/A,"0,0",N/A,N/A
2023-10-21,N/A,N/A,N/A,"0,0",N/A,N/A
2023-10-22,N/A,N/A,N/A,"33,4",N/A,N/A
2023-10-23,N/A,N/A,N/A,"1,5",N/A,N/A
2023-10-24,N/A,N/A,N/A,"2,3",N/A,N/A
2023-10-25,N/A,N/A,N/A,"0,4",N/A,N/A
2023-10-26,N/A,N/A,N/A,"4,0",N/A,N/A
2023-10-27,N/A,N/A,N/A,"0,1",N/A,N/A
2023-10-28,N/A,N/A,N/A,"0,5",N/A,N/A
2023-10-29,N/A,N/A,N/A,"5,2",N/A,N/A
2023-10-30,N/A,N/A,N/A,"2,4",N/A,N/A
2023-10-31,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-01,N/A,N/A,N/A,"1,3",N/A,N/A
2023-11-02,N/A,N/A,N/A,"6,7",N/A,N/A
2023-11-03,N/A,N/A,N/A,"0,4",N/A,N/A
2023-11-04,N/A,N/A,N/A,"0,7",N/A,N/A
2023-11-05,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-06,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-07,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-08,N/A,N/A,N/A,"0,3",N/A,N/A
2023-11-09,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-10,N/A,N/A,N/A,"1,9",N/A,N/A
2023-11-11,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-12,N/A,N/A,N/A,"0,1",N/A,N/A
2023-11-13,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-14,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-15,N/A,N/A,N/A,"0,1",N/A,N/A
2023-11-16,N/A,N/A,N/A,"0,1",N/A,N/A
2023-11-17,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-18,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-19,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-20,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-21,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-22,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-23,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-24,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-25,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-26,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-27,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-28,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-29,N/A,N/A,N/A,"0,0",N/A,N/A
2023-11-30,N/A,N/A,N/A,"55,3",N/A,N/A
2023-12-01,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-02,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-03,N/A,N/A,N/A,"1,5",N/A,N/A
2023-12-04,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-05,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-06,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-07,N/A,N/A,N/A,"13,1",N/A,N/A
2023-12-08,N/A,N/A,N/A,"0,1",N/A,N/A
2023-12-09,N/A,N/A,N/A,"0,1",N/A,N/A
2023-12-10,N/A,N/A,N/A,"0,5",N/A,N/A
2023-12-11,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-12,N/A,N/A,N/A,"3,5",N/A,N/A
2023-12-13,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-14,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-15,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-16,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-17,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-18,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-19,N/A,N/A,N/A,"0,7",N/A,N/A
2023-12-20,N/A,N/A,N/A,"0,1",N/A,N/A
2023-12-21,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-22,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-23,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-24,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-25,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-26,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-27,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-28,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-29,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-30,N/A,N/A,N/A,"0,0",N/A,N/A
2023-12-31,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-01,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-02,N/A,N/A,N/A,"1,6",N/A,N/A
2024-01-03,N/A,N/A,N/A,"2,1",N/A,N/A
2024-01-04,N/A,N/A,N/A,"5,0",N/A,N/A
2024-01-05,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-06,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-07,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-08,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-09,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-10,N/A,N/A,N/A,"0,2",N/A,N/A
2024-01-11,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-12,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-13,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-14,N/A,N/A,N/A,"4,8",N/A,N/A
2024-01-15,N/A,N/A,N/A,"3,4",N/A,N/A
2024-01-16,N/A,N/A,N/A,"9,5",N/A,N/A
2024-01-17,N/A,N/A,N/A,"0,9",N/A,N/A
2024-01-18,N/A,N/A,N/A,"8,9",N/A,N/A
2024-01-19,N/A,N/A,N/A,"17,0",N/A,N/A
2024-01-20,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-21,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-22,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-23,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-24,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-26,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-27,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-28,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-29,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-30,N/A,N/A,N/A,"0,0",N/A,N/A
2024-01-31,N/A,N/A,N/A,"0,0",N/A,91
2024-02-01,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-02,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-03,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-04,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-05,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-06,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-07,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-08,N/A,N/A,N/A,"7,0",N/A,N/A
2024-02-09,N/A,N/A,N/A,"4,3",N/A,N/A
2024-02-10,N/A,N/A,N/A,"0,3",N/A,N/A
2024-02-11,N/A,N/A,N/A,"0,4",N/A,N/A
2024-02-12,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-13,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-14,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-15,N/A,N/A,N/A,"3,8",N/A,N/A
2024-02-16,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-17,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-18,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-19,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-20,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-21,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-22,N/A,N/A,N/A,"4,3",N/A,N/A
2024-02-23,N/A,N/A,N/A,"0,2",N/A,N/A
2024-02-24,N/A,N/A,N/A,"0,3",N/A,N/A
2024-02-25,N/A,N/A,N/A,"0,5",N/A,N/A
2024-02-26,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-27,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-28,N/A,N/A,N/A,"0,0",N/A,N/A
2024-02-29,N/A,N/A,N/A,"0,0",N/A,68
2024-03-01,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-02,N/A,N/A,N/A,"8,5",N/A,N/A
2024-03-03,N/A,N/A,N/A,"0,2",N/A,N/A
2024-03-04,N/A,N/A,N/A,"0,1",N/A,N/A
2024-03-05,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-06,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-07,N/A,N/A,N/A,"9,4",N/A,N/A
2024-03-08,N/A,N/A,N/A,"10,6",N/A,N/A
2024-03-09,N/A,N/A,N/A,"3,2",N/A,N/A
2024-03-10,N/A,N/A,N/A,"0,1",N/A,N/A
2024-03-11,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-12,N/A,N/A,N/A,"0,1",N/A,N/A
2024-03-13,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-14,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-15,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-16,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-17,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-18,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-19,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-20,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-21,N/A,N/A,N/A,"0,1",N/A,N/A
2024-03-22,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-23,N/A,N/A,N/A,"0,0",N/A,N/A
2024-03-24,N/A,N/A,N/A,"1,3",N/A,N/A
2024-03-25,N/A,N/A,N/A,"3,5",N/A,N/A
2024-03-26,N/A,N/A,N/A,"2,7",N/A,N/A
2024-03-27,N/A,N/A,N/A,"1,2",N/A,N/A
2024-03-28,N/A,N/A,N/A,"16,5",N/A,N/A
2024-03-29,N/A,N/A,N/A,"5,8",N/A,N/A
2024-03-30,N/A,N/A,N/A,"16,6",N/A,N/A
2024-03-31,N/A,N/A,N/A,"2,1",N/A,84
2024-04-01,N/A,N/A,N/A,"0,1",N/A,N/A
2024-04-02,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-03,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-04,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-05,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-06,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-07,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-08,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-09,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-10,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-11,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-12,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-13,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-14,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-15,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-16,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-17,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-18,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-19,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-20,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-21,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-22,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-23,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-24,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-25,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-26,N/A,N/A,N/A,"8,7",N/A,N/A
2024-04-27,N/A,N/A,N/A,"3,9",N/A,N/A
2024-04-28,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-29,N/A,N/A,N/A,"0,0",N/A,N/A
2024-04-30,N/A,N/A,N/A,"0,0",N/A,67
2024-05-01,N/A,N/A,N/A,"0,3",N/A,N/A
2024-05-02,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-03,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-04,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-05,N/A,N/A,N/A,"4,3",N/A,N/A
2024-05-06,N/A,N/A,N/A,"0,1",N/A,N/A
2024-05-07,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-08,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-09,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-10,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-11,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-12,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-13,N/A,N/A,N/A,"0,4",N/A,N/A
2024-05-14,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-15,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-16,N/A,N/A,N/A,"0,4",N/A,N/A
2024-05-17,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-18,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-19,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-20,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-21,N/A,N/A,N/A,"0,5",N/A,N/A
2024-05-22,N/A,N/A,N/A,"0,1",N/A,N/A
2024-05-23,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-24,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-25,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-26,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-27,N/A,N/A,N/A,"0,0",N/A,N/A
2024-05-28,N/A,N/A,N/A,"0,0",N/A,N/A
